pH,xtc_file,time_ns,rmsd_nm
7.00,pH_7.00pH_7.00_19.xtc,300.0,0.3110868
7.00,pH_7.00pH_7.00_19.xtc,400.0,0.3067755
7.00,pH_7.00pH_7.00_19.xtc,500.0,0.3117702
7.00,pH_7.00pH_7.00_19.xtc,600.0,0.3028604
7.00,pH_7.00pH_7.00_19.xtc,700.0,0.3134847
7.00,pH_7.00pH_7.00_19.xtc,800.0,0.2899587
7.00,pH_7.00pH_7.00_19.xtc,900.0,0.3169479
7.00,pH_7.00pH_7.00_19.xtc,1000.0,0.2782611
7.00,pH_7.00pH_7.00_20.xtc,0.0,0.2782611
7.00,pH_7.00pH_7.00_20.xtc,100.0,0.2639467
7.00,pH_7.00pH_7.00_20.xtc,200.0,0.31346
7.00,pH_7.00pH_7.00_20.xtc,300.0,0.2593226
7.00,pH_7.00pH_7.00_20.xtc,400.0,0.3031866
7.00,pH_7.00pH_7.00_20.xtc,500.0,0.2906452
7.00,pH_7.00pH_7.00_20.xtc,600.0,0.2978532
7.00,pH_7.00pH_7.00_20.xtc,700.0,0.3023891
7.00,pH_7.00pH_7.00_20.xtc,800.0,0.2855393
7.00,pH_7.00pH_7.00_20.xtc,900.0,0.2602721
7.00,pH_7.00pH_7.00_20.xtc,1000.0,0.2900511
7.50,pH_7.50pH_7.50_1.xtc,0.0,9e-07
7.50,pH_7.50pH_7.50_1.xtc,100.0,0.2334606
7.50,pH_7.50pH_7.50_1.xtc,200.0,0.2205375
7.50,pH_7.50pH_7.50_1.xtc,300.0,0.1525449
7.50,pH_7.50pH_7.50_1.xtc,400.0,0.1642123
7.50,pH_7.50pH_7.50_1.xtc,500.0,0.1705911
7.50,pH_7.50pH_7.50_1.xtc,600.0,0.1860203
7.50,pH_7.50pH_7.50_1.xtc,700.0,0.2011195
7.50,pH_7.50pH_7.50_1.xtc,800.0,0.2093451
7.50,pH_7.50pH_7.50_1.xtc,900.0,0.1749412
7.50,pH_7.50pH_7.50_1.xtc,1000.0,0.2219825
7.50,pH_7.50pH_7.50_2.xtc,0.0,0.2219825
7.50,pH_7.50pH_7.50_2.xtc,100.0,0.1802715
7.50,pH_7.50pH_7.50_2.xtc,200.0,0.2332072
7.50,pH_7.50pH_7.50_2.xtc,300.0,0.254805
7.50,pH_7.50pH_7.50_2.xtc,400.0,0.1818587
7.50,pH_7.50pH_7.50_2.xtc,500.0,0.184944
7.50,pH_7.50pH_7.50_2.xtc,600.0,0.1975976
7.50,pH_7.50pH_7.50_2.xtc,700.0,0.2218019
7.50,pH_7.50pH_7.50_2.xtc,800.0,0.2511794
7.50,pH_7.50pH_7.50_2.xtc,900.0,0.1867158
7.50,pH_7.50pH_7.50_2.xtc,1000.0,0.1778632
7.50,pH_7.50pH_7.50_3.xtc,0.0,0.1778632
7.50,pH_7.50pH_7.50_3.xtc,100.0,0.1943886
7.50,pH_7.50pH_7.50_3.xtc,200.0,0.1798773
7.50,pH_7.50pH_7.50_3.xtc,300.0,0.1725575
7.50,pH_7.50pH_7.50_3.xtc,400.0,0.2354769
7.50,pH_7.50pH_7.50_3.xtc,500.0,0.2098905
7.50,pH_7.50pH_7.50_3.xtc,600.0,0.2480743
7.50,pH_7.50pH_7.50_3.xtc,700.0,0.2073934
7.50,pH_7.50pH_7.50_3.xtc,800.0,0.2365553
7.50,pH_7.50pH_7.50_3.xtc,900.0,0.2191884
7.50,pH_7.50pH_7.50_3.xtc,1000.0,0.2383759
7.50,pH_7.50pH_7.50_4.xtc,0.0,0.2383759
7.50,pH_7.50pH_7.50_4.xtc,100.0,0.2342824
7.50,pH_7.50pH_7.50_4.xtc,200.0,0.214524
7.50,pH_7.50pH_7.50_4.xtc,300.0,0.2282254
7.50,pH_7.50pH_7.50_4.xtc,400.0,0.212273
7.50,pH_7.50pH_7.50_4.xtc,500.0,0.1989652
7.50,pH_7.50pH_7.50_4.xtc,600.0,0.1953462
7.50,pH_7.50pH_7.50_4.xtc,700.0,0.2635995
7.50,pH_7.50pH_7.50_4.xtc,800.0,0.2481321
7.50,pH_7.50pH_7.50_4.xtc,900.0,0.2452177
7.50,pH_7.50pH_7.50_4.xtc,1000.0,0.2600839
7.50,pH_7.50pH_7.50_5.xtc,0.0,0.2600839
7.50,pH_7.50pH_7.50_5.xtc,100.0,0.2940647
7.50,pH_7.50pH_7.50_5.xtc,200.0,0.289841
7.50,pH_7.50pH_7.50_5.xtc,300.0,0.2270826
7.50,pH_7.50pH_7.50_5.xtc,400.0,0.280668
7.50,pH_7.50pH_7.50_5.xtc,500.0,0.3607523
7.50,pH_7.50pH_7.50_5.xtc,600.0,0.3227755
7.50,pH_7.50pH_7.50_5.xtc,700.0,0.2865385
7.50,pH_7.50pH_7.50_5.xtc,800.0,0.2196611
7.50,pH_7.50pH_7.50_5.xtc,900.0,0.2084117
7.50,pH_7.50pH_7.50_5.xtc,1000.0,0.1893263
7.50,pH_7.50pH_7.50_6.xtc,0.0,0.1893263
7.50,pH_7.50pH_7.50_6.xtc,100.0,0.2269956
7.50,pH_7.50pH_7.50_6.xtc,200.0,0.2055605
7.50,pH_7.50pH_7.50_6.xtc,300.0,0.2016318
7.50,pH_7.50pH_7.50_6.xtc,400.0,0.223462
7.50,pH_7.50pH_7.50_6.xtc,500.0,0.2716478
7.50,pH_7.50pH_7.50_6.xtc,600.0,0.2217951
7.50,pH_7.50pH_7.50_6.xtc,700.0,0.2322049
7.50,pH_7.50pH_7.50_6.xtc,800.0,0.2084213
7.50,pH_7.50pH_7.50_6.xtc,900.0,0.2676081
7.50,pH_7.50pH_7.50_6.xtc,1000.0,0.2135335
7.50,pH_7.50pH_7.50_7.xtc,0.0,0.2135335
7.50,pH_7.50pH_7.50_7.xtc,100.0,0.2597462
7.50,pH_7.50pH_7.50_7.xtc,200.0,0.2174752
7.50,pH_7.50pH_7.50_7.xtc,300.0,0.3071834
7.50,pH_7.50pH_7.50_7.xtc,400.0,0.28804
7.50,pH_7.50pH_7.50_7.xtc,500.0,0.2360196
7.50,pH_7.50pH_7.50_7.xtc,600.0,0.2409721
7.50,pH_7.50pH_7.50_7.xtc,700.0,0.2584372
7.50,pH_7.50pH_7.50_7.xtc,800.0,0.2696563
7.50,pH_7.50pH_7.50_7.xtc,900.0,0.2885495
7.50,pH_7.50pH_7.50_7.xtc,1000.0,0.3069323
7.50,pH_7.50pH_7.50_8.xtc,0.0,0.3069323
7.50,pH_7.50pH_7.50_8.xtc,100.0,0.253581
7.50,pH_7.50pH_7.50_8.xtc,200.0,0.2624778
7.50,pH_7.50pH_7.50_8.xtc,300.0,0.2002709
7.50,pH_7.50pH_7.50_8.xtc,400.0,0.3211089
7.50,pH_7.50pH_7.50_8.xtc,500.0,0.2218141
7.50,pH_7.50pH_7.50_8.xtc,600.0,0.2487166
7.50,pH_7.50pH_7.50_8.xtc,700.0,0.3113993
7.50,pH_7.50pH_7.50_8.xtc,800.0,0.3601605
7.50,pH_7.50pH_7.50_8.xtc,900.0,0.3335514
7.50,pH_7.50pH_7.50_8.xtc,1000.0,0.258079
7.50,pH_7.50pH_7.50_9.xtc,0.0,0.258079
7.50,pH_7.50pH_7.50_9.xtc,100.0,0.2630832
7.50,pH_7.50pH_7.50_9.xtc,200.0,0.3155008
7.50,pH_7.50pH_7.50_9.xtc,300.0,0.2974258
7.50,pH_7.50pH_7.50_9.xtc,400.0,0.2553391
7.50,pH_7.50pH_7.50_9.xtc,500.0,0.2633677
7.50,pH_7.50pH_7.50_9.xtc,600.0,0.3574592
7.50,pH_7.50pH_7.50_9.xtc,700.0,0.3322648
7.50,pH_7.50pH_7.50_9.xtc,800.0,0.2957319
7.50,pH_7.50pH_7.50_9.xtc,900.0,0.3257047
7.50,pH_7.50pH_7.50_9.xtc,1000.0,0.3646511
7.50,pH_7.50pH_7.50_10.xtc,0.0,0.3646511
7.50,pH_7.50pH_7.50_10.xtc,100.0,0.3388321
7.50,pH_7.50pH_7.50_10.xtc,200.0,0.2720418
7.50,pH_7.50pH_7.50_10.xtc,300.0,0.3206715
7.50,pH_7.50pH_7.50_10.xtc,400.0,0.2384109
7.50,pH_7.50pH_7.50_10.xtc,500.0,0.2512291
7.50,pH_7.50pH_7.50_10.xtc,600.0,0.2169931
7.50,pH_7.50pH_7.50_10.xtc,700.0,0.275976
7.50,pH_7.50pH_7.50_10.xtc,800.0,0.2306186
7.50,pH_7.50pH_7.50_10.xtc,900.0,0.2678523
7.50,pH_7.50pH_7.50_10.xtc,1000.0,0.2047358
7.50,pH_7.50pH_7.50_11.xtc,0.0,0.2047358
7.50,pH_7.50pH_7.50_11.xtc,100.0,0.215403
7.50,pH_7.50pH_7.50_11.xtc,200.0,0.2149859
7.50,pH_7.50pH_7.50_11.xtc,300.0,0.258664
7.50,pH_7.50pH_7.50_11.xtc,400.0,0.2745909
7.50,pH_7.50pH_7.50_11.xtc,500.0,0.2538813
7.50,pH_7.50pH_7.50_11.xtc,600.0,0.192882
7.50,pH_7.50pH_7.50_11.xtc,700.0,0.2441
7.50,pH_7.50pH_7.50_11.xtc,800.0,0.2909328
7.50,pH_7.50pH_7.50_11.xtc,900.0,0.3422986
7.50,pH_7.50pH_7.50_11.xtc,1000.0,0.2176264
7.50,pH_7.50pH_7.50_12.xtc,0.0,0.2176264
7.50,pH_7.50pH_7.50_12.xtc,100.0,0.2692752
7.50,pH_7.50pH_7.50_12.xtc,200.0,0.2540901
7.50,pH_7.50pH_7.50_12.xtc,300.0,0.2476347
7.50,pH_7.50pH_7.50_12.xtc,400.0,0.2712407
7.50,pH_7.50pH_7.50_12.xtc,500.0,0.2523389
7.50,pH_7.50pH_7.50_12.xtc,600.0,0.2693833
7.50,pH_7.50pH_7.50_12.xtc,700.0,0.3028651
7.50,pH_7.50pH_7.50_12.xtc,800.0,0.2839324
7.50,pH_7.50pH_7.50_12.xtc,900.0,0.2804175
7.50,pH_7.50pH_7.50_12.xtc,1000.0,0.2524144
7.50,pH_7.50pH_7.50_13.xtc,0.0,0.2524144
7.50,pH_7.50pH_7.50_13.xtc,100.0,0.2600979
7.50,pH_7.50pH_7.50_13.xtc,200.0,0.2561677
7.50,pH_7.50pH_7.50_13.xtc,300.0,0.3085496
7.50,pH_7.50pH_7.50_13.xtc,400.0,0.3058132
7.50,pH_7.50pH_7.50_13.xtc,500.0,0.3033276
7.50,pH_7.50pH_7.50_13.xtc,600.0,0.323524
7.50,pH_7.50pH_7.50_13.xtc,700.0,0.2957467
7.50,pH_7.50pH_7.50_13.xtc,800.0,0.3390262
7.50,pH_7.50pH_7.50_13.xtc,900.0,0.3422709
7.50,pH_7.50pH_7.50_13.xtc,1000.0,0.2871628
7.50,pH_7.50pH_7.50_14.xtc,0.0,0.2871628
7.50,pH_7.50pH_7.50_14.xtc,100.0,0.2832992
7.50,pH_7.50pH_7.50_14.xtc,200.0,0.3848373
7.50,pH_7.50pH_7.50_14.xtc,300.0,0.3406541
7.50,pH_7.50pH_7.50_14.xtc,400.0,0.4061962
7.50,pH_7.50pH_7.50_14.xtc,500.0,0.3779616
7.50,pH_7.50pH_7.50_14.xtc,600.0,0.3216319
7.50,pH_7.50pH_7.50_14.xtc,700.0,0.3256475
7.50,pH_7.50pH_7.50_14.xtc,800.0,0.3538792
7.50,pH_7.50pH_7.50_14.xtc,900.0,0.2429337
7.50,pH_7.50pH_7.50_14.xtc,1000.0,0.2275304
7.50,pH_7.50pH_7.50_15.xtc,0.0,0.2275304
7.50,pH_7.50pH_7.50_15.xtc,100.0,0.308733
7.50,pH_7.50pH_7.50_15.xtc,200.0,0.296319
7.50,pH_7.50pH_7.50_15.xtc,300.0,0.3347954
7.50,pH_7.50pH_7.50_15.xtc,400.0,0.3822508
7.50,pH_7.50pH_7.50_15.xtc,500.0,0.4048482
7.50,pH_7.50pH_7.50_15.xtc,600.0,0.369401
7.50,pH_7.50pH_7.50_15.xtc,700.0,0.3477543
7.50,pH_7.50pH_7.50_15.xtc,800.0,0.3304051
7.50,pH_7.50pH_7.50_15.xtc,900.0,0.3249412
7.50,pH_7.50pH_7.50_15.xtc,1000.0,0.3199263
7.50,pH_7.50pH_7.50_16.xtc,0.0,0.3199263
7.50,pH_7.50pH_7.50_16.xtc,100.0,0.3215497
7.50,pH_7.50pH_7.50_16.xtc,200.0,0.2734421
7.50,pH_7.50pH_7.50_16.xtc,300.0,0.3091879
7.50,pH_7.50pH_7.50_16.xtc,400.0,0.3704915
7.50,pH_7.50pH_7.50_16.xtc,500.0,0.294361
7.50,pH_7.50pH_7.50_16.xtc,600.0,0.30746
7.50,pH_7.50pH_7.50_16.xtc,700.0,0.3421263
7.50,pH_7.50pH_7.50_16.xtc,800.0,0.3602739
7.50,pH_7.50pH_7.50_16.xtc,900.0,0.327427
7.50,pH_7.50pH_7.50_16.xtc,1000.0,0.3031311
7.50,pH_7.50pH_7.50_17.xtc,0.0,0.3031311
7.50,pH_7.50pH_7.50_17.xtc,100.0,0.2577987
7.50,pH_7.50pH_7.50_17.xtc,200.0,0.2529283
7.50,pH_7.50pH_7.50_17.xtc,300.0,0.2821065
7.50,pH_7.50pH_7.50_17.xtc,400.0,0.3118744
7.50,pH_7.50pH_7.50_17.xtc,500.0,0.2757452
7.50,pH_7.50pH_7.50_17.xtc,600.0,0.2444295
7.50,pH_7.50pH_7.50_17.xtc,700.0,0.3100126
7.50,pH_7.50pH_7.50_17.xtc,800.0,0.2910383
7.50,pH_7.50pH_7.50_17.xtc,900.0,0.3672734
7.50,pH_7.50pH_7.50_17.xtc,1000.0,0.3772228
7.50,pH_7.50pH_7.50_18.xtc,0.0,0.3772228
7.50,pH_7.50pH_7.50_18.xtc,100.0,0.2984775
7.50,pH_7.50pH_7.50_18.xtc,200.0,0.3320563
7.50,pH_7.50pH_7.50_18.xtc,300.0,0.3661225
7.50,pH_7.50pH_7.50_18.xtc,400.0,0.2846051
7.50,pH_7.50pH_7.50_18.xtc,500.0,0.3389177
7.50,pH_7.50pH_7.50_18.xtc,600.0,0.3201467
7.50,pH_7.50pH_7.50_18.xtc,700.0,0.3819668
7.50,pH_7.50pH_7.50_18.xtc,800.0,0.3784982
7.50,pH_7.50pH_7.50_18.xtc,900.0,0.3588319
7.50,pH_7.50pH_7.50_18.xtc,1000.0,0.3541679
7.50,pH_7.50pH_7.50_19.xtc,0.0,0.3541679
7.50,pH_7.50pH_7.50_19.xtc,100.0,0.3426764
7.50,pH_7.50pH_7.50_19.xtc,200.0,0.3408273
7.50,pH_7.50pH_7.50_19.xtc,300.0,0.3261514
7.50,pH_7.50pH_7.50_19.xtc,400.0,0.2964753
7.50,pH_7.50pH_7.50_19.xtc,500.0,0.285774
7.50,pH_7.50pH_7.50_19.xtc,600.0,0.2556583
7.50,pH_7.50pH_7.50_19.xtc,700.0,0.2817138
7.50,pH_7.50pH_7.50_19.xtc,800.0,0.2305167
7.50,pH_7.50pH_7.50_19.xtc,900.0,0.2773877
7.50,pH_7.50pH_7.50_19.xtc,1000.0,0.2572471
7.50,pH_7.50pH_7.50_20.xtc,0.0,0.2572471
7.50,pH_7.50pH_7.50_20.xtc,100.0,0.2221349
7.50,pH_7.50pH_7.50_20.xtc,200.0,0.2226958
7.50,pH_7.50pH_7.50_20.xtc,300.0,0.2220071
7.50,pH_7.50pH_7.50_20.xtc,400.0,0.2580222
7.50,pH_7.50pH_7.50_20.xtc,500.0,0.2753345
7.50,pH_7.50pH_7.50_20.xtc,600.0,0.3026815
7.50,pH_7.50pH_7.50_20.xtc,700.0,0.3026515
7.50,pH_7.50pH_7.50_20.xtc,800.0,0.3396668
7.50,pH_7.50pH_7.50_20.xtc,900.0,0.4157874
7.50,pH_7.50pH_7.50_20.xtc,1000.0,0.3488905
8.00,pH_8.00pH_8.00_1.xtc,0.0,0.3531249
8.00,pH_8.00pH_8.00_1.xtc,100.0,0.2946508
8.00,pH_8.00pH_8.00_1.xtc,200.0,0.2807826
8.00,pH_8.00pH_8.00_1.xtc,300.0,0.2332682
8.00,pH_8.00pH_8.00_1.xtc,400.0,0.2484858
8.00,pH_8.00pH_8.00_1.xtc,500.0,0.2572568
8.00,pH_8.00pH_8.00_1.xtc,600.0,0.2866323
8.00,pH_8.00pH_8.00_1.xtc,700.0,0.2336362
8.00,pH_8.00pH_8.00_1.xtc,800.0,0.2230684
8.00,pH_8.00pH_8.00_1.xtc,900.0,0.244326
8.00,pH_8.00pH_8.00_1.xtc,1000.0,0.2336397
8.00,pH_8.00pH_8.00_2.xtc,0.0,0.2336397
8.00,pH_8.00pH_8.00_2.xtc,100.0,0.2376511
8.00,pH_8.00pH_8.00_2.xtc,200.0,0.2337377
8.00,pH_8.00pH_8.00_2.xtc,300.0,0.2356554
8.00,pH_8.00pH_8.00_2.xtc,400.0,0.2708596
8.00,pH_8.00pH_8.00_2.xtc,500.0,0.292585
8.00,pH_8.00pH_8.00_2.xtc,600.0,0.250592
8.00,pH_8.00pH_8.00_2.xtc,700.0,0.216471
8.00,pH_8.00pH_8.00_2.xtc,800.0,0.2625792
8.00,pH_8.00pH_8.00_2.xtc,900.0,0.2285174
8.00,pH_8.00pH_8.00_2.xtc,1000.0,0.2051937
8.00,pH_8.00pH_8.00_3.xtc,0.0,0.2051937
8.00,pH_8.00pH_8.00_3.xtc,100.0,0.2174847
8.00,pH_8.00pH_8.00_3.xtc,200.0,0.2392535
8.00,pH_8.00pH_8.00_3.xtc,300.0,0.255834
8.00,pH_8.00pH_8.00_3.xtc,400.0,0.2531237
8.00,pH_8.00pH_8.00_3.xtc,500.0,0.2114107
8.00,pH_8.00pH_8.00_3.xtc,600.0,0.2429226
8.00,pH_8.00pH_8.00_3.xtc,700.0,0.2311779
8.00,pH_8.00pH_8.00_3.xtc,800.0,0.283598
8.00,pH_8.00pH_8.00_3.xtc,900.0,0.2497533
8.00,pH_8.00pH_8.00_3.xtc,1000.0,0.2485901
8.00,pH_8.00pH_8.00_4.xtc,0.0,0.2485901
8.00,pH_8.00pH_8.00_4.xtc,100.0,0.2641462
8.00,pH_8.00pH_8.00_4.xtc,200.0,0.1940531
8.00,pH_8.00pH_8.00_4.xtc,300.0,0.2146722
8.00,pH_8.00pH_8.00_4.xtc,400.0,0.2349545
8.00,pH_8.00pH_8.00_4.xtc,500.0,0.2395006
8.00,pH_8.00pH_8.00_4.xtc,600.0,0.3280236
8.00,pH_8.00pH_8.00_4.xtc,700.0,0.2916782
8.00,pH_8.00pH_8.00_4.xtc,800.0,0.2415461
8.00,pH_8.00pH_8.00_4.xtc,900.0,0.2359214
8.00,pH_8.00pH_8.00_4.xtc,1000.0,0.2308083
8.00,pH_8.00pH_8.00_5.xtc,0.0,0.2308083
8.00,pH_8.00pH_8.00_5.xtc,100.0,0.2259523
8.00,pH_8.00pH_8.00_5.xtc,200.0,0.2195238
8.00,pH_8.00pH_8.00_5.xtc,300.0,0.2219957
8.00,pH_8.00pH_8.00_5.xtc,400.0,0.2230146
8.00,pH_8.00pH_8.00_5.xtc,500.0,0.2055692
8.00,pH_8.00pH_8.00_5.xtc,600.0,0.2173308
8.00,pH_8.00pH_8.00_5.xtc,700.0,0.2299507
8.00,pH_8.00pH_8.00_5.xtc,800.0,0.250146
8.00,pH_8.00pH_8.00_5.xtc,900.0,0.239108
8.00,pH_8.00pH_8.00_5.xtc,1000.0,0.2507682
8.00,pH_8.00pH_8.00_6.xtc,0.0,0.2507682
8.00,pH_8.00pH_8.00_6.xtc,100.0,0.2990036
8.00,pH_8.00pH_8.00_6.xtc,200.0,0.271415
8.00,pH_8.00pH_8.00_6.xtc,300.0,0.2526541
8.00,pH_8.00pH_8.00_6.xtc,400.0,0.2340646
8.00,pH_8.00pH_8.00_6.xtc,500.0,0.2312917
8.00,pH_8.00pH_8.00_6.xtc,600.0,0.2977895
8.00,pH_8.00pH_8.00_6.xtc,700.0,0.2895773
8.00,pH_8.00pH_8.00_6.xtc,800.0,0.2212484
8.00,pH_8.00pH_8.00_6.xtc,900.0,0.2032335
8.00,pH_8.00pH_8.00_6.xtc,1000.0,0.2917581
8.00,pH_8.00pH_8.00_7.xtc,0.0,0.2917581
8.00,pH_8.00pH_8.00_7.xtc,100.0,0.2482495
8.00,pH_8.00pH_8.00_7.xtc,200.0,0.2693332
8.00,pH_8.00pH_8.00_7.xtc,300.0,0.2785885
8.00,pH_8.00pH_8.00_7.xtc,400.0,0.227528
8.00,pH_8.00pH_8.00_7.xtc,500.0,0.2866559
8.00,pH_8.00pH_8.00_7.xtc,600.0,0.3130529
8.00,pH_8.00pH_8.00_7.xtc,700.0,0.2450059
8.00,pH_8.00pH_8.00_7.xtc,800.0,0.2602046
8.00,pH_8.00pH_8.00_7.xtc,900.0,0.3233773
8.00,pH_8.00pH_8.00_7.xtc,1000.0,0.3360623
8.00,pH_8.00pH_8.00_8.xtc,0.0,0.3360623
8.00,pH_8.00pH_8.00_8.xtc,100.0,0.2538237
8.00,pH_8.00pH_8.00_8.xtc,200.0,0.2593562
8.00,pH_8.00pH_8.00_8.xtc,300.0,0.2979805
8.00,pH_8.00pH_8.00_8.xtc,400.0,0.3159648
8.00,pH_8.00pH_8.00_8.xtc,500.0,0.3140347
8.00,pH_8.00pH_8.00_8.xtc,600.0,0.3395771
8.00,pH_8.00pH_8.00_8.xtc,700.0,0.2911254
8.00,pH_8.00pH_8.00_8.xtc,800.0,0.3473866
8.00,pH_8.00pH_8.00_8.xtc,900.0,0.3526858
8.00,pH_8.00pH_8.00_8.xtc,1000.0,0.2964568
8.00,pH_8.00pH_8.00_9.xtc,0.0,0.2964568
8.00,pH_8.00pH_8.00_9.xtc,100.0,0.2878979
8.00,pH_8.00pH_8.00_9.xtc,200.0,0.2377941
8.00,pH_8.00pH_8.00_9.xtc,300.0,0.2835656
8.00,pH_8.00pH_8.00_9.xtc,400.0,0.2520505
8.00,pH_8.00pH_8.00_9.xtc,500.0,0.3527299
8.00,pH_8.00pH_8.00_9.xtc,600.0,0.3379864
8.00,pH_8.00pH_8.00_9.xtc,700.0,0.2979478
8.00,pH_8.00pH_8.00_9.xtc,800.0,0.3178374
8.00,pH_8.00pH_8.00_9.xtc,900.0,0.2807793
8.00,pH_8.00pH_8.00_9.xtc,1000.0,0.293129
8.00,pH_8.00pH_8.00_10.xtc,0.0,0.293129
8.00,pH_8.00pH_8.00_10.xtc,100.0,0.3214728
8.00,pH_8.00pH_8.00_10.xtc,200.0,0.2794653
8.00,pH_8.00pH_8.00_10.xtc,300.0,0.3628673
8.00,pH_8.00pH_8.00_10.xtc,400.0,0.3534609
8.00,pH_8.00pH_8.00_10.xtc,500.0,0.3740433
8.00,pH_8.00pH_8.00_10.xtc,600.0,0.3739338
8.00,pH_8.00pH_8.00_10.xtc,700.0,0.3823174
8.00,pH_8.00pH_8.00_10.xtc,800.0,0.2403865
8.00,pH_8.00pH_8.00_10.xtc,900.0,0.2126371
8.00,pH_8.00pH_8.00_10.xtc,1000.0,0.2195345
8.00,pH_8.00pH_8.00_11.xtc,0.0,0.2195345
8.00,pH_8.00pH_8.00_11.xtc,100.0,0.3123814
8.00,pH_8.00pH_8.00_11.xtc,200.0,0.2076557
8.00,pH_8.00pH_8.00_11.xtc,300.0,0.2134347
8.00,pH_8.00pH_8.00_11.xtc,400.0,0.2449984
8.00,pH_8.00pH_8.00_11.xtc,500.0,0.217809
8.00,pH_8.00pH_8.00_11.xtc,600.0,0.2210983
8.00,pH_8.00pH_8.00_11.xtc,700.0,0.2584194
8.00,pH_8.00pH_8.00_11.xtc,800.0,0.2776576
8.00,pH_8.00pH_8.00_11.xtc,900.0,0.2109354
8.00,pH_8.00pH_8.00_11.xtc,1000.0,0.1993432
8.00,pH_8.00pH_8.00_12.xtc,0.0,0.1993432
8.00,pH_8.00pH_8.00_12.xtc,100.0,0.2768994
8.00,pH_8.00pH_8.00_12.xtc,200.0,0.218265
8.00,pH_8.00pH_8.00_12.xtc,300.0,0.1998736
8.00,pH_8.00pH_8.00_12.xtc,400.0,0.2598896
8.00,pH_8.00pH_8.00_12.xtc,500.0,0.2024282
8.00,pH_8.00pH_8.00_12.xtc,600.0,0.2244938
8.00,pH_8.00pH_8.00_12.xtc,700.0,0.2716971
8.00,pH_8.00pH_8.00_12.xtc,800.0,0.2235748
8.00,pH_8.00pH_8.00_12.xtc,900.0,0.2158646
8.00,pH_8.00pH_8.00_12.xtc,1000.0,0.2669195
8.00,pH_8.00pH_8.00_13.xtc,0.0,0.2669195
8.00,pH_8.00pH_8.00_13.xtc,100.0,0.2549812
8.00,pH_8.00pH_8.00_13.xtc,200.0,0.1806208
8.00,pH_8.00pH_8.00_13.xtc,300.0,0.2046349
8.00,pH_8.00pH_8.00_13.xtc,400.0,0.2122436
8.00,pH_8.00pH_8.00_13.xtc,500.0,0.2485663
8.00,pH_8.00pH_8.00_13.xtc,600.0,0.249187
8.00,pH_8.00pH_8.00_13.xtc,700.0,0.3076536
8.00,pH_8.00pH_8.00_13.xtc,800.0,0.3328135
8.00,pH_8.00pH_8.00_13.xtc,900.0,0.3186016
8.00,pH_8.00pH_8.00_13.xtc,1000.0,0.2392369
8.00,pH_8.00pH_8.00_14.xtc,0.0,0.2392369
8.00,pH_8.00pH_8.00_14.xtc,100.0,0.2812589
8.00,pH_8.00pH_8.00_14.xtc,200.0,0.2652345
8.00,pH_8.00pH_8.00_14.xtc,300.0,0.2962309
8.00,pH_8.00pH_8.00_14.xtc,400.0,0.2731219
8.00,pH_8.00pH_8.00_14.xtc,500.0,0.2606169
8.00,pH_8.00pH_8.00_14.xtc,600.0,0.2648692
8.00,pH_8.00pH_8.00_14.xtc,700.0,0.2083619
8.00,pH_8.00pH_8.00_14.xtc,800.0,0.2148378
8.00,pH_8.00pH_8.00_14.xtc,900.0,0.2007797
8.00,pH_8.00pH_8.00_14.xtc,1000.0,0.1932219
8.00,pH_8.00pH_8.00_15.xtc,0.0,0.1932219
8.00,pH_8.00pH_8.00_15.xtc,100.0,0.1727854
8.00,pH_8.00pH_8.00_15.xtc,200.0,0.2082646
8.00,pH_8.00pH_8.00_15.xtc,300.0,0.3314115
8.00,pH_8.00pH_8.00_15.xtc,400.0,0.4090651
8.00,pH_8.00pH_8.00_15.xtc,500.0,0.3349377
8.00,pH_8.00pH_8.00_15.xtc,600.0,0.2381402
8.00,pH_8.00pH_8.00_15.xtc,700.0,0.1816843
8.00,pH_8.00pH_8.00_15.xtc,800.0,0.1788394
8.00,pH_8.00pH_8.00_15.xtc,900.0,0.1739529
8.00,pH_8.00pH_8.00_15.xtc,1000.0,0.1755904
8.00,pH_8.00pH_8.00_16.xtc,0.0,0.1755904
8.00,pH_8.00pH_8.00_16.xtc,100.0,0.1736431
8.00,pH_8.00pH_8.00_16.xtc,200.0,0.2342604
8.00,pH_8.00pH_8.00_16.xtc,300.0,0.2107798
8.00,pH_8.00pH_8.00_16.xtc,400.0,0.2405326
8.00,pH_8.00pH_8.00_16.xtc,500.0,0.3066651
8.00,pH_8.00pH_8.00_16.xtc,600.0,0.3060136
8.00,pH_8.00pH_8.00_16.xtc,700.0,0.3038504
8.00,pH_8.00pH_8.00_16.xtc,800.0,0.2799975
8.00,pH_8.00pH_8.00_16.xtc,900.0,0.3210959
8.00,pH_8.00pH_8.00_16.xtc,1000.0,0.2049733
8.00,pH_8.00pH_8.00_17.xtc,0.0,0.2049733
8.00,pH_8.00pH_8.00_17.xtc,100.0,0.2711859
8.00,pH_8.00pH_8.00_17.xtc,200.0,0.3582337
8.00,pH_8.00pH_8.00_17.xtc,300.0,0.307292
8.00,pH_8.00pH_8.00_17.xtc,400.0,0.1940487
8.00,pH_8.00pH_8.00_17.xtc,500.0,0.2106652
8.00,pH_8.00pH_8.00_17.xtc,600.0,0.1938613
8.00,pH_8.00pH_8.00_17.xtc,700.0,0.2224263
